customer_id,signup_date,plan,acquisition_channel,region,company_size,annual_contract,first_30_logins,key_feature_events_30,support_tickets_30,payment_failures_30,onboarding_score_30,duration_days_since_signup,churn_observed,study_end_date
R01327,2024-08-08,Growth,Outbound,APAC,11-50,0,7,1,2,0,46.3,326,0,2025-06-30
R01328,2024-04-17,Starter,Paid Search,Europe,51-200,0,6,4,0,0,53.9,87,1,2025-06-30
R01329,2024-07-10,Growth,Organic,APAC,51-200,0,10,3,0,0,75.3,301,1,2025-06-30
R01330,2024-02-23,Scale,Outbound,Europe,11-50,0,12,6,2,0,72.6,493,0,2025-06-30
R01331,2024-11-16,Growth,Paid Search,LATAM,51-200,0,8,3,1,0,54.6,15,1,2025-06-30
R01332,2024-08-29,Growth,Organic,APAC,11-50,0,10,3,0,0,66.7,305,0,2025-06-30
R01333,2024-04-12,Growth,Paid Search,APAC,1-10,0,4,2,0,0,37.6,94,1,2025-06-30
R01334,2024-03-07,Starter,Organic,Europe,11-50,0,5,4,2,0,36.8,31,1,2025-06-30
R01335,2024-10-13,Starter,Organic,APAC,1-10,0,7,3,1,0,52.9,260,0,2025-06-30
R01336,2024-06-05,Scale,Partner,Europe,1-10,1,12,8,0,0,97.4,390,0,2025-06-30
R01337,2024-12-25,Starter,Outbound,Europe,1-10,0,7,2,2,0,50.5,187,0,2025-06-30
R01338,2024-05-09,Growth,Paid Search,APAC,1-10,0,12,1,0,0,69.7,417,0,2025-06-30
R01339,2024-01-17,Starter,Organic,Europe,1-10,0,5,2,1,1,26.8,372,1,2025-06-30
R01340,2024-08-20,Starter,Partner,North America,1-10,0,8,4,1,0,60.8,314,0,2025-06-30
R01341,2024-08-17,Growth,Organic,Europe,11-50,0,8,7,2,1,60.6,317,0,2025-06-30
R01342,2024-04-06,Starter,Paid Search,APAC,11-50,0,6,1,1,0,40.7,54,1,2025-06-30
R01343,2024-02-24,Growth,Paid Search,Europe,51-200,0,12,2,0,0,59.2,492,0,2025-06-30
R01344,2024-03-29,Starter,Partner,Europe,1-10,0,4,5,0,1,32.9,458,0,2025-06-30
R01345,2024-10-15,Starter,Partner,Europe,11-50,1,3,1,4,0,28.7,258,0,2025-06-30
R01346,2024-06-04,Growth,Paid Search,Europe,1-10,0,13,2,0,0,54.3,391,0,2025-06-30
R01347,2024-09-11,Growth,Outbound,North America,11-50,0,9,6,0,1,57.4,292,0,2025-06-30
R01348,2024-10-10,Starter,Paid Search,Europe,1-10,0,7,2,2,0,54.7,45,1,2025-06-30
R01349,2024-09-21,Starter,Paid Search,North America,11-50,0,1,0,4,2,0.0,58,1,2025-06-30
R01350,2024-08-31,Growth,Partner,Europe,11-50,0,7,1,1,0,35.6,169,1,2025-06-30
R01351,2024-11-08,Scale,Organic,Europe,1-10,0,14,4,0,0,70.6,234,0,2025-06-30
R01352,2024-09-06,Scale,Organic,Europe,11-50,0,12,7,1,0,61.0,297,0,2025-06-30
R01353,2024-03-10,Growth,Outbound,North America,11-50,0,21,6,1,0,100.0,477,0,2025-06-30
R01354,2024-07-14,Starter,Organic,Europe,11-50,0,10,0,3,0,53.6,68,1,2025-06-30
R01355,2024-05-19,Starter,Paid Search,North America,11-50,0,7,3,1,1,33.1,4,1,2025-06-30
R01356,2024-04-10,Starter,Outbound,Europe,1-10,0,4,1,0,0,59.8,210,1,2025-06-30
R01357,2024-09-06,Scale,Paid Search,Europe,11-50,0,10,5,1,0,57.6,297,0,2025-06-30
R01358,2024-11-05,Growth,Organic,Europe,11-50,0,14,2,0,0,64.7,237,0,2025-06-30
R01359,2024-11-19,Growth,Outbound,Europe,1-10,0,8,3,0,0,67.9,223,0,2025-06-30
R01360,2024-06-13,Starter,Paid Search,APAC,11-50,0,11,6,1,0,81.7,382,0,2025-06-30
R01361,2024-08-11,Growth,Partner,Europe,11-50,0,7,2,0,0,47.9,323,0,2025-06-30
R01362,2024-11-20,Starter,Paid Search,North America,51-200,1,7,2,2,0,62.5,222,0,2025-06-30
R01363,2024-01-14,Starter,Organic,North America,1-10,0,7,3,0,0,70.1,533,0,2025-06-30
R01364,2024-10-14,Starter,Partner,North America,11-50,0,6,3,5,0,41.3,259,0,2025-06-30
R01365,2024-09-08,Growth,Paid Search,Europe,1-10,0,8,1,3,0,24.9,65,1,2025-06-30
R01366,2024-01-28,Scale,Organic,North America,51-200,0,6,7,0,0,72.1,519,0,2025-06-30
R01367,2024-08-25,Starter,Organic,North America,1-10,0,3,1,0,0,51.7,19,1,2025-06-30
R01368,2024-05-14,Starter,Organic,LATAM,1-10,0,5,2,3,0,32.7,171,1,2025-06-30
R01369,2024-10-06,Scale,Organic,Europe,1-10,0,14,8,0,0,92.1,267,0,2025-06-30
R01370,2024-10-11,Starter,Paid Search,North America,1-10,0,4,1,1,0,49.0,262,0,2025-06-30
R01371,2024-01-19,Growth,Organic,North America,11-50,0,11,3,1,0,56.9,83,1,2025-06-30
R01372,2024-02-23,Growth,Paid Search,Europe,51-200,0,11,3,1,0,65.6,493,0,2025-06-30
R01373,2024-09-21,Starter,Organic,Europe,51-200,0,7,4,0,0,72.8,282,0,2025-06-30
R01374,2024-05-06,Starter,Organic,North America,51-200,0,6,6,3,1,29.6,204,1,2025-06-30
R01375,2024-12-05,Growth,Partner,Europe,201+,0,7,4,0,1,52.6,207,0,2025-06-30
R01376,2024-02-16,Starter,Paid Search,North America,1-10,0,9,4,3,0,48.6,151,1,2025-06-30
R01377,2024-11-09,Starter,Paid Search,Europe,1-10,0,2,1,1,0,39.0,233,0,2025-06-30
R01378,2024-06-21,Starter,Paid Search,North America,1-10,0,5,1,2,0,34.2,374,0,2025-06-30
R01379,2024-08-09,Growth,Organic,APAC,11-50,0,9,8,0,0,70.2,325,0,2025-06-30
R01380,2024-09-08,Growth,Partner,APAC,1-10,0,11,2,2,0,51.0,213,1,2025-06-30
R01381,2024-02-01,Starter,Outbound,Europe,51-200,0,6,1,0,0,39.5,97,1,2025-06-30
R01382,2024-04-24,Starter,Organic,LATAM,201+,0,7,3,1,0,57.2,432,0,2025-06-30
R01383,2024-12-08,Growth,Outbound,North America,1-10,0,9,1,0,0,54.9,204,0,2025-06-30
R01384,2024-04-11,Starter,Organic,North America,1-10,0,9,1,1,0,57.6,185,1,2025-06-30
R01385,2024-10-05,Growth,Paid Search,North America,51-200,0,3,3,0,0,60.3,80,1,2025-06-30
R01386,2024-03-03,Starter,Paid Search,Europe,201+,0,7,4,1,0,43.5,70,1,2025-06-30
R01387,2024-05-16,Starter,Paid Search,LATAM,201+,0,3,2,2,0,35.8,272,1,2025-06-30
R01388,2024-01-03,Starter,Paid Search,Europe,11-50,1,7,3,2,0,48.3,24,1,2025-06-30
R01389,2024-02-02,Growth,Outbound,Europe,1-10,0,8,2,0,0,33.6,9,1,2025-06-30
R01390,2024-06-07,Starter,Paid Search,North America,11-50,1,6,0,0,0,56.7,292,1,2025-06-30
R01391,2024-01-02,Growth,Outbound,North America,11-50,0,14,2,0,0,65.0,545,1,2025-06-30
R01392,2024-10-17,Starter,Organic,Europe,51-200,0,7,6,0,0,69.8,256,0,2025-06-30
R01393,2024-08-12,Growth,Paid Search,North America,11-50,0,8,7,1,0,69.7,322,0,2025-06-30
R01394,2024-07-14,Starter,Partner,APAC,1-10,1,3,0,0,0,55.0,344,1,2025-06-30
R01395,2024-01-14,Starter,Partner,Europe,51-200,0,5,2,1,1,46.6,58,1,2025-06-30
R01396,2024-10-14,Starter,Organic,North America,1-10,1,10,4,1,0,68.2,259,0,2025-06-30
R01397,2024-07-10,Growth,Organic,APAC,1-10,0,6,1,1,0,53.7,355,0,2025-06-30
R01398,2024-07-15,Starter,Paid Search,APAC,51-200,0,9,1,2,1,35.6,327,1,2025-06-30
R01399,2024-05-13,Growth,Partner,Europe,11-50,0,13,2,0,0,75.6,381,1,2025-06-30
R01400,2024-04-09,Starter,Paid Search,LATAM,1-10,0,6,1,1,0,32.1,146,1,2025-06-30
R01401,2024-03-08,Growth,Partner,APAC,11-50,0,8,1,1,0,48.5,295,1,2025-06-30
R01402,2024-01-20,Growth,Organic,Europe,11-50,0,8,1,0,0,49.4,510,1,2025-06-30
R01403,2024-11-07,Starter,Paid Search,LATAM,1-10,0,6,1,1,0,54.5,235,0,2025-06-30
R01404,2024-04-24,Growth,Partner,North America,201+,0,10,4,1,0,56.8,432,0,2025-06-30
R01405,2024-09-16,Starter,Paid Search,LATAM,1-10,0,7,2,3,0,56.4,287,0,2025-06-30
R01406,2024-03-13,Starter,Outbound,LATAM,11-50,0,4,2,6,1,0.0,52,1,2025-06-30
R01407,2024-10-29,Scale,Paid Search,APAC,1-10,0,11,4,1,0,58.5,244,0,2025-06-30
R01408,2024-03-14,Starter,Organic,North America,1-10,1,8,2,2,0,32.2,389,1,2025-06-30
R01409,2024-10-25,Starter,Partner,Europe,11-50,0,3,2,0,0,53.3,41,1,2025-06-30
R01410,2024-05-11,Growth,Paid Search,Europe,11-50,0,9,4,1,0,65.5,415,0,2025-06-30
R01411,2024-02-28,Starter,Paid Search,North America,11-50,0,5,2,1,0,48.9,488,0,2025-06-30
R01412,2024-08-25,Scale,Paid Search,Europe,51-200,0,15,7,0,0,94.3,309,0,2025-06-30
R01413,2024-08-10,Starter,Partner,Europe,11-50,0,5,0,2,0,32.6,143,1,2025-06-30
R01414,2024-04-06,Starter,Outbound,APAC,1-10,0,4,2,2,0,57.6,450,0,2025-06-30
R01415,2024-09-15,Scale,Paid Search,APAC,11-50,0,13,5,1,0,59.3,288,0,2025-06-30
R01416,2024-07-04,Growth,Organic,APAC,11-50,1,13,6,1,0,86.2,361,0,2025-06-30
R01417,2024-05-19,Growth,Paid Search,Europe,11-50,0,6,3,0,0,63.5,79,1,2025-06-30
R01418,2024-04-10,Growth,Outbound,Europe,1-10,0,7,0,0,0,40.2,167,1,2025-06-30
R01419,2024-06-26,Growth,Outbound,North America,1-10,0,2,1,0,0,62.6,369,0,2025-06-30
R01420,2024-09-22,Starter,Partner,Europe,1-10,1,9,4,0,0,80.4,281,0,2025-06-30
R01421,2024-05-23,Scale,Organic,Europe,201+,1,11,6,2,0,73.4,403,0,2025-06-30
R01422,2024-10-13,Scale,Partner,LATAM,11-50,1,8,4,2,0,62.3,260,0,2025-06-30
R01423,2024-03-30,Starter,Outbound,Europe,1-10,0,3,3,2,0,42.1,147,1,2025-06-30
R01424,2024-08-02,Growth,Partner,Europe,11-50,0,3,2,1,1,47.1,25,1,2025-06-30
R01425,2024-03-13,Growth,Organic,APAC,1-10,0,13,7,1,0,75.5,474,0,2025-06-30
R01426,2024-12-27,Starter,Paid Search,North America,11-50,0,1,3,1,0,35.7,164,1,2025-06-30
R01427,2024-05-12,Growth,Outbound,North America,1-10,1,7,0,0,0,52.6,414,0,2025-06-30
R01428,2024-12-04,Starter,Paid Search,North America,1-10,0,2,3,2,0,50.3,74,1,2025-06-30
R01429,2024-01-10,Starter,Paid Search,Europe,1-10,0,5,3,1,0,45.1,300,1,2025-06-30
R01430,2024-03-05,Starter,Partner,North America,1-10,0,3,1,1,0,38.0,147,1,2025-06-30
R01431,2024-06-15,Growth,Organic,Europe,1-10,0,6,3,3,0,32.7,32,1,2025-06-30
R01432,2024-12-19,Growth,Organic,Europe,1-10,0,6,3,3,0,53.6,193,0,2025-06-30
R01433,2024-06-18,Starter,Partner,North America,1-10,1,4,3,2,0,46.4,214,1,2025-06-30
R01434,2024-03-16,Starter,Paid Search,Europe,11-50,0,5,1,3,0,31.5,137,1,2025-06-30
R01435,2024-04-13,Growth,Organic,Europe,1-10,0,10,4,1,0,64.1,443,0,2025-06-30
R01436,2024-07-06,Growth,Paid Search,North America,51-200,0,5,2,1,0,41.3,106,1,2025-06-30
R01437,2024-12-04,Starter,Organic,North America,1-10,0,3,1,2,0,33.0,72,1,2025-06-30
R01438,2024-02-25,Starter,Paid Search,Europe,1-10,1,7,0,1,0,65.1,393,1,2025-06-30
R01439,2024-01-04,Growth,Outbound,North America,11-50,0,1,1,0,0,34.4,543,0,2025-06-30
R01440,2024-08-26,Starter,Organic,LATAM,51-200,0,4,4,1,0,44.4,106,1,2025-06-30
R01441,2024-05-01,Starter,Paid Search,North America,201+,1,6,2,1,0,47.7,65,1,2025-06-30
R01442,2024-01-08,Growth,Partner,North America,51-200,1,7,3,0,0,67.2,266,1,2025-06-30
R01443,2024-08-06,Starter,Paid Search,Europe,201+,1,7,3,2,0,59.9,328,0,2025-06-30
R01444,2024-05-04,Starter,Outbound,LATAM,201+,0,5,4,2,0,49.3,422,0,2025-06-30
R01445,2024-10-30,Starter,Organic,APAC,11-50,0,5,0,2,0,38.3,119,1,2025-06-30
R01446,2024-06-03,Starter,Paid Search,Europe,11-50,0,3,4,0,0,71.5,183,1,2025-06-30
R01447,2024-03-08,Growth,Organic,APAC,1-10,0,8,1,1,0,46.5,479,0,2025-06-30
R01448,2024-11-24,Growth,Organic,APAC,201+,0,4,0,2,0,19.0,31,1,2025-06-30
R01449,2024-01-30,Starter,Paid Search,North America,11-50,0,4,0,2,0,21.0,47,1,2025-06-30
R01450,2024-09-14,Growth,Outbound,North America,11-50,0,9,4,1,0,47.2,69,1,2025-06-30
R01451,2024-10-19,Growth,Paid Search,North America,1-10,0,9,2,0,0,67.0,254,0,2025-06-30
R01452,2024-10-23,Growth,Outbound,Europe,1-10,0,13,6,0,0,81.4,250,0,2025-06-30
R01453,2024-04-21,Starter,Partner,North America,51-200,1,6,3,5,0,16.9,422,1,2025-06-30
R01454,2024-01-15,Growth,Paid Search,North America,201+,0,6,3,0,0,52.2,527,1,2025-06-30
R01455,2024-11-01,Starter,Partner,APAC,1-10,0,6,3,2,0,39.4,125,1,2025-06-30
R01456,2024-05-06,Starter,Paid Search,APAC,11-50,0,3,4,4,0,17.6,143,1,2025-06-30
R01457,2024-01-05,Scale,Partner,North America,11-50,0,10,5,0,0,69.9,542,0,2025-06-30
R01458,2024-03-31,Starter,Organic,North America,1-10,0,10,1,0,0,68.2,456,0,2025-06-30
R01459,2024-04-29,Growth,Partner,LATAM,11-50,0,13,4,1,0,55.3,276,1,2025-06-30
R01460,2024-02-09,Scale,Partner,North America,1-10,1,10,1,1,0,74.0,507,0,2025-06-30
R01461,2024-07-22,Growth,Partner,Europe,1-10,0,10,5,1,0,72.3,343,0,2025-06-30
R01462,2024-08-01,Starter,Partner,Europe,201+,0,4,4,1,0,36.6,333,0,2025-06-30
R01463,2024-06-30,Starter,Organic,APAC,51-200,1,14,6,1,0,88.3,365,0,2025-06-30
R01464,2024-08-22,Growth,Organic,North America,1-10,0,15,6,1,0,84.5,312,0,2025-06-30
R01465,2024-12-12,Starter,Outbound,North America,1-10,0,4,0,2,0,28.4,86,1,2025-06-30
R01466,2024-11-10,Growth,Outbound,LATAM,1-10,0,10,1,2,0,55.0,232,0,2025-06-30
R01467,2024-11-12,Starter,Organic,North America,51-200,0,2,1,3,0,37.1,83,1,2025-06-30
R01468,2024-06-06,Starter,Paid Search,LATAM,1-10,0,8,1,2,0,28.8,179,1,2025-06-30
R01469,2024-01-24,Scale,Organic,Europe,1-10,0,11,6,3,0,58.0,523,0,2025-06-30
R01470,2024-01-13,Scale,Paid Search,North America,11-50,0,10,6,2,0,55.5,298,1,2025-06-30
R01471,2024-01-27,Starter,Organic,LATAM,11-50,0,3,0,4,0,21.0,99,1,2025-06-30
R01472,2024-04-03,Starter,Organic,North America,1-10,0,1,3,3,0,19.6,137,1,2025-06-30
R01473,2024-02-10,Growth,Partner,Europe,1-10,0,4,2,0,0,61.7,506,0,2025-06-30
R01474,2024-03-12,Scale,Partner,Europe,11-50,1,5,3,0,0,62.3,475,0,2025-06-30
R01475,2024-03-01,Growth,Outbound,APAC,11-50,0,8,2,0,0,66.4,486,0,2025-06-30
R01476,2024-05-17,Starter,Outbound,North America,51-200,0,8,7,3,0,46.2,409,0,2025-06-30
R01477,2024-03-07,Growth,Paid Search,North America,1-10,0,8,2,0,0,76.5,480,0,2025-06-30
R01478,2024-09-26,Growth,Paid Search,Europe,11-50,0,14,5,1,0,73.7,269,1,2025-06-30
R01479,2024-11-22,Growth,Organic,APAC,11-50,0,11,3,0,0,69.0,220,0,2025-06-30
R01480,2024-11-28,Growth,Organic,North America,1-10,0,13,4,2,0,72.0,214,0,2025-06-30
R01481,2024-01-02,Scale,Outbound,LATAM,11-50,0,6,5,2,0,51.8,545,0,2025-06-30
R01482,2024-05-10,Starter,Partner,North America,1-10,0,5,3,0,0,51.6,274,1,2025-06-30
R01483,2024-01-20,Starter,Organic,Europe,11-50,0,6,1,1,0,50.2,72,1,2025-06-30
R01484,2024-05-16,Starter,Organic,North America,11-50,0,3,3,0,0,54.0,91,1,2025-06-30
R01485,2024-05-05,Starter,Organic,North America,51-200,0,9,2,0,0,52.2,401,1,2025-06-30
R01486,2024-02-10,Starter,Outbound,Europe,51-200,0,6,2,2,0,57.6,42,1,2025-06-30
R01487,2024-01-21,Starter,Paid Search,Europe,51-200,0,6,1,3,0,35.9,90,1,2025-06-30
R01488,2024-12-04,Starter,Outbound,North America,51-200,0,2,3,2,1,44.2,76,1,2025-06-30
R01489,2024-08-12,Starter,Organic,APAC,1-10,0,5,0,2,0,30.4,322,0,2025-06-30
R01490,2024-04-30,Starter,Outbound,APAC,11-50,1,6,1,0,1,48.6,51,1,2025-06-30
R01491,2024-12-17,Growth,Organic,Europe,11-50,0,5,1,0,0,56.4,195,0,2025-06-30
R01492,2024-08-05,Scale,Organic,North America,1-10,1,12,6,0,0,88.6,329,0,2025-06-30
R01493,2024-03-02,Growth,Paid Search,LATAM,51-200,0,9,6,0,0,72.5,199,1,2025-06-30
R01494,2024-09-15,Starter,Paid Search,Europe,1-10,0,5,0,4,0,16.9,58,1,2025-06-30
R01495,2024-12-01,Scale,Organic,Europe,1-10,1,10,5,0,0,66.2,211,0,2025-06-30
R01496,2024-06-08,Starter,Paid Search,North America,11-50,0,6,1,1,0,39.7,67,1,2025-06-30
R01497,2024-11-08,Starter,Paid Search,LATAM,11-50,0,2,0,1,0,41.9,31,1,2025-06-30
R01498,2024-05-30,Growth,Paid Search,LATAM,51-200,0,7,4,1,0,63.8,396,0,2025-06-30
R01499,2024-03-22,Starter,Outbound,APAC,11-50,0,6,2,1,0,62.0,196,1,2025-06-30
R01500,2024-03-11,Growth,Partner,North America,11-50,0,11,3,0,0,65.7,476,0,2025-06-30
R01501,2024-01-07,Starter,Paid Search,North America,11-50,0,6,2,2,0,48.3,74,1,2025-06-30
R01502,2024-01-24,Starter,Organic,APAC,1-10,0,9,1,1,0,55.2,185,1,2025-06-30
R01503,2024-08-13,Starter,Partner,North America,11-50,1,4,3,1,0,56.0,321,0,2025-06-30
R01504,2024-05-12,Scale,Organic,Europe,1-10,0,8,8,1,0,70.5,320,1,2025-06-30
R01505,2024-09-09,Starter,Paid Search,North America,1-10,0,8,3,0,0,66.1,207,1,2025-06-30
R01506,2024-03-25,Scale,Organic,North America,11-50,0,12,5,0,0,66.0,160,1,2025-06-30
R01507,2024-05-09,Growth,Outbound,LATAM,1-10,0,10,3,0,1,51.9,417,0,2025-06-30
R01508,2024-12-09,Starter,Paid Search,North America,51-200,0,8,3,2,0,71.4,203,0,2025-06-30
R01509,2024-09-01,Scale,Organic,North America,11-50,0,11,9,1,0,79.2,302,0,2025-06-30
R01510,2024-10-05,Scale,Organic,Europe,11-50,0,9,7,0,0,48.9,268,0,2025-06-30
R01511,2024-06-12,Starter,Paid Search,North America,1-10,0,7,2,1,0,53.6,383,0,2025-06-30
R01512,2024-11-20,Growth,Paid Search,Europe,11-50,0,5,2,2,1,16.5,76,1,2025-06-30
R01513,2024-10-21,Starter,Paid Search,APAC,1-10,0,9,5,3,0,46.3,50,1,2025-06-30
R01514,2024-06-20,Growth,Paid Search,North America,1-10,0,8,1,1,0,47.7,185,1,2025-06-30
R01515,2024-08-21,Scale,Outbound,North America,51-200,1,7,2,0,0,73.3,313,0,2025-06-30
R01516,2024-03-24,Growth,Paid Search,Europe,1-10,1,14,5,2,1,53.0,463,0,2025-06-30
R01517,2024-10-26,Starter,Paid Search,Europe,1-10,0,6,1,2,0,40.8,159,1,2025-06-30
R01518,2024-03-30,Starter,Paid Search,Europe,11-50,1,5,5,3,0,39.1,303,1,2025-06-30
R01519,2024-09-21,Starter,Organic,Europe,11-50,0,6,1,2,0,52.4,163,1,2025-06-30
R01520,2024-11-02,Starter,Organic,North America,1-10,0,6,2,6,0,33.8,70,1,2025-06-30
R01521,2024-09-20,Growth,Outbound,Europe,11-50,0,13,5,3,0,76.7,77,1,2025-06-30
R01522,2024-02-02,Starter,Partner,North America,1-10,0,1,3,1,0,37.9,514,0,2025-06-30
R01523,2024-04-13,Starter,Paid Search,North America,1-10,0,3,3,1,0,59.3,443,0,2025-06-30
R01524,2024-10-19,Growth,Outbound,Europe,1-10,0,13,3,3,0,60.8,254,0,2025-06-30
R01525,2024-02-11,Growth,Paid Search,North America,11-50,0,7,4,1,0,41.7,103,1,2025-06-30
R01526,2024-02-14,Starter,Partner,North America,1-10,1,12,3,2,0,74.5,502,0,2025-06-30
R01527,2024-04-25,Growth,Outbound,APAC,1-10,0,10,4,0,0,70.8,431,0,2025-06-30
R01528,2024-01-08,Growth,Paid Search,Europe,11-50,1,9,1,1,0,51.3,360,1,2025-06-30
R01529,2024-02-21,Growth,Organic,North America,51-200,0,13,3,0,0,84.4,495,0,2025-06-30
R01530,2024-11-13,Starter,Organic,APAC,11-50,1,5,2,3,1,41.8,56,1,2025-06-30
R01531,2024-06-14,Starter,Paid Search,North America,51-200,0,2,1,0,0,42.3,45,1,2025-06-30
R01532,2024-02-19,Scale,Organic,North America,11-50,0,16,9,0,0,95.4,497,0,2025-06-30
R01533,2024-03-31,Growth,Paid Search,APAC,11-50,1,13,5,3,0,79.7,456,0,2025-06-30
R01534,2024-09-02,Growth,Partner,APAC,11-50,0,5,1,1,0,35.4,301,0,2025-06-30
R01535,2024-03-02,Growth,Paid Search,APAC,1-10,0,13,10,0,0,95.0,485,0,2025-06-30
R01536,2024-01-08,Growth,Organic,North America,11-50,0,10,5,2,0,53.2,539,0,2025-06-30
R01537,2024-02-23,Starter,Paid Search,Europe,1-10,0,12,3,4,0,55.5,84,1,2025-06-30
R01538,2024-08-21,Starter,Organic,LATAM,1-10,0,4,2,1,1,45.1,275,1,2025-06-30
R01539,2024-10-02,Starter,Partner,Europe,11-50,1,12,5,1,0,68.9,23,1,2025-06-30
R01540,2024-01-15,Scale,Paid Search,LATAM,51-200,0,10,4,2,0,64.9,345,1,2025-06-30
R01541,2024-04-11,Starter,Outbound,North America,201+,0,7,1,3,0,34.5,445,0,2025-06-30
R01542,2024-05-03,Scale,Outbound,North America,1-10,0,15,3,0,0,86.1,423,0,2025-06-30
R01543,2024-04-03,Growth,Organic,APAC,51-200,1,17,8,2,0,89.6,453,0,2025-06-30
R01544,2024-02-12,Starter,Paid Search,Europe,11-50,0,0,1,0,1,17.6,37,1,2025-06-30
R01545,2024-04-07,Starter,Organic,Europe,11-50,0,6,0,2,0,30.4,325,1,2025-06-30
R01546,2024-10-07,Starter,Organic,North America,201+,1,7,3,2,0,62.5,18,1,2025-06-30
R01547,2024-07-05,Starter,Paid Search,Europe,1-10,0,4,2,2,0,49.0,360,0,2025-06-30
R01548,2024-03-18,Growth,Paid Search,Europe,11-50,0,7,1,0,1,49.2,77,1,2025-06-30
R01549,2024-03-14,Growth,Partner,North America,201+,0,6,4,0,0,50.1,217,1,2025-06-30
R01550,2024-10-06,Starter,Partner,North America,51-200,0,5,3,1,0,48.5,267,0,2025-06-30
R01551,2024-05-07,Starter,Paid Search,Europe,11-50,0,6,1,0,0,49.9,419,0,2025-06-30
R01552,2024-08-26,Starter,Outbound,North America,51-200,0,5,3,1,0,70.4,308,0,2025-06-30
R01553,2024-06-24,Starter,Partner,Europe,11-50,1,5,4,1,0,62.0,371,0,2025-06-30
R01554,2024-10-09,Scale,Organic,North America,1-10,0,7,4,0,0,71.0,264,0,2025-06-30
R01555,2024-09-15,Starter,Organic,Europe,11-50,0,6,2,2,0,54.1,288,0,2025-06-30
R01556,2024-09-13,Starter,Organic,Europe,11-50,0,2,0,3,0,11.1,67,1,2025-06-30
R01557,2024-09-10,Starter,Organic,Europe,51-200,0,6,2,3,0,47.0,293,0,2025-06-30
R01558,2024-07-05,Starter,Partner,Europe,1-10,1,1,3,0,0,68.8,360,0,2025-06-30
R01559,2024-04-13,Starter,Partner,APAC,1-10,0,7,2,0,0,66.9,443,0,2025-06-30
R01560,2024-11-11,Starter,Outbound,North America,1-10,0,6,1,1,0,42.7,231,0,2025-06-30
R01561,2024-09-06,Growth,Outbound,Europe,1-10,0,3,3,0,0,38.6,297,0,2025-06-30
R01562,2024-10-22,Starter,Outbound,APAC,51-200,0,6,2,1,0,52.7,251,0,2025-06-30
R01563,2024-09-04,Growth,Organic,North America,11-50,0,9,4,1,0,66.3,26,1,2025-06-30
R01564,2024-03-22,Growth,Partner,North America,51-200,0,11,7,0,0,63.4,465,0,2025-06-30
R01565,2024-09-03,Starter,Paid Search,Europe,51-200,0,2,0,0,0,18.7,67,1,2025-06-30
R01566,2024-06-15,Growth,Organic,LATAM,51-200,0,11,5,0,1,77.1,145,1,2025-06-30
R01567,2024-05-06,Starter,Outbound,APAC,11-50,1,5,2,4,0,51.9,420,0,2025-06-30
R01568,2024-10-09,Starter,Organic,North America,51-200,0,7,2,2,0,29.0,264,0,2025-06-30
R01569,2024-07-09,Growth,Organic,Europe,11-50,0,8,1,0,0,59.1,356,0,2025-06-30
R01570,2024-03-17,Growth,Paid Search,North America,1-10,1,8,0,1,0,59.6,470,0,2025-06-30
R01571,2024-02-23,Starter,Outbound,APAC,51-200,0,3,3,1,1,34.4,49,1,2025-06-30
R01572,2024-10-07,Starter,Organic,APAC,11-50,0,7,4,2,1,42.3,143,1,2025-06-30
R01573,2024-10-11,Starter,Organic,LATAM,1-10,0,10,5,1,0,51.4,96,1,2025-06-30
R01574,2024-04-09,Starter,Organic,North America,51-200,0,5,1,3,0,24.3,46,1,2025-06-30
R01575,2024-03-14,Scale,Paid Search,Europe,11-50,0,8,3,2,0,57.6,473,0,2025-06-30
R01576,2024-02-17,Starter,Paid Search,LATAM,1-10,1,3,1,0,0,49.9,221,1,2025-06-30
R01577,2024-06-01,Starter,Organic,Europe,11-50,0,4,3,0,0,73.7,394,0,2025-06-30
R01578,2024-12-08,Starter,Paid Search,North America,11-50,0,3,1,1,0,41.6,153,1,2025-06-30
R01579,2024-11-20,Starter,Partner,North America,1-10,1,5,3,0,0,55.2,222,0,2025-06-30
R01580,2024-10-20,Scale,Partner,North America,1-10,0,12,7,0,0,87.5,253,0,2025-06-30
R01581,2024-04-03,Growth,Organic,LATAM,11-50,0,7,7,1,0,51.4,453,0,2025-06-30
R01582,2024-03-01,Growth,Organic,LATAM,11-50,0,17,5,0,0,85.2,486,0,2025-06-30
R01583,2024-09-14,Scale,Partner,Europe,11-50,1,9,6,0,0,74.9,26,1,2025-06-30
R01584,2024-06-14,Growth,Outbound,Europe,1-10,1,13,7,1,0,76.3,381,0,2025-06-30
R01585,2024-04-06,Starter,Partner,North America,11-50,1,10,4,1,0,90.4,450,0,2025-06-30
R01586,2024-10-28,Starter,Organic,North America,11-50,0,7,1,3,0,19.7,93,1,2025-06-30
R01587,2024-04-21,Starter,Paid Search,Europe,51-200,0,5,0,2,0,44.4,435,0,2025-06-30
R01588,2024-04-23,Scale,Organic,APAC,11-50,0,8,6,0,0,64.4,433,0,2025-06-30
R01589,2024-08-23,Growth,Organic,North America,1-10,0,11,6,1,0,78.7,300,1,2025-06-30
R01590,2024-02-28,Growth,Organic,Europe,11-50,0,10,0,0,0,53.8,21,1,2025-06-30
