customer_id,plan,industry,seats,monthly_fee,login_days_30,support_tickets_30,discount_pct,training_completed,duration_days,churn_observed
S00873,Basic,Retail,5,68.8,9,2,10,0,333,1
S00874,Pro,Healthcare,4,90.65,12,2,0,0,146,1
S00875,Basic,Healthcare,4,62.98,3,1,10,1,219,0
S00876,Pro,Retail,1,67.88,18,1,5,1,293,0
S00877,Pro,Manufacturing,11,129.12,12,1,20,1,303,1
S00878,Basic,Healthcare,4,70.03,7,1,0,0,358,0
S00879,Pro,Manufacturing,4,97.03,16,1,0,0,200,0
S00880,Basic,Retail,14,157.64,7,2,20,0,264,1
S00881,Pro,Manufacturing,5,97.5,12,1,20,0,333,0
S00882,Enterprise,Healthcare,5,213.66,12,1,5,1,256,0
S00883,Basic,Healthcare,3,61.43,12,1,0,1,109,1
S00884,Pro,Manufacturing,2,71.1,11,3,0,0,55,1
S00885,Pro,SaaS,15,193.58,8,1,10,1,159,0
S00886,Basic,Retail,2,49.48,5,1,0,1,188,0
S00887,Enterprise,Manufacturing,9,217.49,16,2,0,0,180,1
S00888,Basic,SaaS,2,53.54,10,0,20,1,30,1
S00889,Pro,Healthcare,11,128.48,9,0,20,1,345,0
S00890,Pro,Healthcare,8,108.88,13,0,0,0,172,1
S00891,Basic,Manufacturing,3,53.38,11,2,20,1,2,1
S00892,Pro,SaaS,7,95.69,13,1,20,1,350,0
S00893,Basic,Healthcare,6,78.87,2,0,10,0,166,0
S00894,Enterprise,Retail,7,214.46,11,1,5,1,357,0
S00895,Basic,SaaS,5,78.16,8,3,10,0,90,1
S00896,Pro,Manufacturing,2,69.83,13,1,20,0,262,0
S00897,Enterprise,Retail,7,243.88,7,1,10,0,186,0
S00898,Enterprise,Manufacturing,13,279.18,12,0,0,1,306,0
S00899,Pro,SaaS,3,83.68,14,0,10,1,234,0
S00900,Pro,Manufacturing,9,145.79,15,1,30,0,331,0
S00901,Basic,Retail,4,58.89,8,1,0,0,83,1
S00902,Basic,Manufacturing,6,71.72,5,0,10,0,185,1
S00903,Basic,Manufacturing,2,54.35,6,1,0,0,17,1
S00904,Basic,Retail,4,64.18,10,0,20,0,173,1
S00905,Pro,Healthcare,4,78.09,16,1,30,1,185,0
S00906,Enterprise,SaaS,3,203.45,14,0,30,1,265,0
S00907,Basic,Retail,2,50.75,6,0,10,0,19,1
S00908,Basic,Manufacturing,4,59.66,11,2,0,1,86,1
S00909,Pro,Retail,2,76.02,19,0,20,1,134,1
S00910,Basic,Manufacturing,2,53.15,8,4,0,0,62,1
S00911,Basic,Healthcare,2,54.52,4,1,5,1,257,0
S00912,Pro,SaaS,6,92.25,15,0,0,1,305,0
S00913,Enterprise,SaaS,10,220.48,16,1,20,0,252,0
S00914,Basic,Healthcare,2,53.81,8,0,10,1,252,0
S00915,Basic,Manufacturing,2,49.0,4,3,10,1,52,1
S00916,Pro,SaaS,3,82.98,13,1,0,1,308,0
S00917,Enterprise,Healthcare,8,246.59,12,2,10,0,247,0
S00918,Basic,Retail,9,103.75,9,3,5,1,35,1
S00919,Pro,Manufacturing,4,82.71,13,1,0,1,193,0
S00920,Basic,Healthcare,2,47.98,10,4,10,0,220,1
S00921,Basic,Healthcare,3,58.45,9,2,5,0,7,1
S00922,Pro,Manufacturing,1,66.67,12,2,5,0,164,1
S00923,Basic,SaaS,2,54.36,3,4,0,0,163,1
S00924,Basic,Retail,5,73.14,10,1,0,1,40,1
S00925,Pro,Retail,6,100.68,15,1,0,1,258,0
S00926,Pro,Healthcare,3,75.4,6,2,0,1,223,0
S00927,Pro,SaaS,12,123.65,13,0,5,1,195,1
S00928,Basic,Healthcare,3,67.27,6,3,5,1,155,0
S00929,Enterprise,Healthcare,5,223.26,21,2,20,1,305,0
S00930,Pro,Retail,3,80.9,9,0,30,1,225,0
S00931,Pro,Manufacturing,6,114.78,9,1,10,1,129,1
S00932,Basic,SaaS,3,56.96,6,1,0,0,33,1
S00933,Pro,SaaS,8,119.25,13,3,20,1,172,0
S00934,Basic,Manufacturing,3,63.87,7,0,0,0,242,0
S00935,Enterprise,SaaS,8,236.33,13,0,5,1,253,0
S00936,Pro,Retail,6,111.12,6,1,5,1,193,0
S00937,Basic,Retail,5,62.85,10,3,0,1,66,1
S00938,Pro,Healthcare,4,90.1,9,2,5,0,237,0
S00939,Pro,SaaS,4,89.97,15,2,5,0,99,1
S00940,Basic,SaaS,2,54.55,12,2,0,0,46,1
S00941,Pro,Manufacturing,3,83.51,16,0,10,1,293,0
S00942,Pro,SaaS,3,82.3,8,1,0,1,281,0
S00943,Basic,SaaS,7,91.59,13,3,0,1,172,1
S00944,Basic,SaaS,6,63.84,8,0,0,0,135,1
S00945,Pro,Healthcare,4,80.65,10,1,10,1,7,1
S00946,Pro,Manufacturing,7,126.91,14,2,10,0,185,1
S00947,Pro,Manufacturing,2,77.14,11,0,5,1,15,1
S00948,Enterprise,Healthcare,7,209.84,16,0,5,1,155,0
S00949,Pro,Healthcare,4,94.54,13,2,5,1,283,0
S00950,Basic,SaaS,3,59.91,6,2,0,1,92,1
S00951,Pro,Retail,2,76.23,16,0,30,0,157,1
S00952,Basic,Manufacturing,4,70.67,13,3,10,1,201,0
S00953,Basic,Retail,2,48.97,10,2,20,1,74,1
S00954,Basic,Manufacturing,6,80.62,4,3,10,1,181,0
S00955,Pro,SaaS,3,82.4,8,0,10,0,286,0
S00956,Basic,Healthcare,3,63.0,11,3,0,0,94,1
S00957,Basic,Healthcare,5,61.99,11,2,20,1,227,0
S00958,Basic,Retail,3,64.16,16,1,0,0,60,1
S00959,Basic,Retail,4,75.42,5,1,0,1,63,1
S00960,Basic,SaaS,4,67.21,10,1,5,0,159,1
S00961,Pro,Retail,5,85.16,27,1,0,1,304,0
S00962,Basic,SaaS,4,68.54,5,2,0,0,77,1
S00963,Basic,Healthcare,4,71.61,11,3,0,1,89,1
S00964,Enterprise,Manufacturing,5,205.4,9,2,10,1,303,1
S00965,Basic,Manufacturing,3,61.89,3,0,20,1,320,0
S00966,Pro,SaaS,8,118.01,18,1,20,1,204,0
S00967,Basic,Retail,1,46.46,13,3,0,0,148,1
S00968,Basic,Retail,5,79.15,8,2,0,0,84,1
S00969,Basic,Manufacturing,2,47.31,5,1,20,0,355,0
S00970,Basic,Healthcare,3,67.45,7,3,0,1,33,1
S00971,Basic,Retail,2,50.98,6,1,10,1,245,0
S00972,Pro,Manufacturing,7,107.39,17,0,20,1,320,0
S00973,Basic,Retail,4,56.09,9,1,10,1,111,1
S00974,Pro,Healthcare,7,124.29,21,0,30,1,269,0
S00975,Pro,Healthcare,6,114.59,9,1,20,1,272,1
S00976,Pro,Manufacturing,4,90.93,5,0,0,0,264,0
S00977,Basic,SaaS,2,53.39,11,0,10,1,272,0
S00978,Basic,Retail,2,47.53,6,3,10,0,6,1
S00979,Enterprise,SaaS,3,191.61,14,1,5,1,122,1
S00980,Enterprise,Healthcare,10,244.27,14,1,0,1,313,0
S00981,Pro,Retail,4,84.0,10,3,20,1,323,0
S00982,Basic,Healthcare,3,61.77,3,2,5,0,39,1
S00983,Pro,Manufacturing,1,70.3,11,2,20,1,154,0
S00984,Pro,Healthcare,3,81.65,10,1,0,1,175,0
S00985,Basic,Healthcare,2,49.07,5,1,5,1,165,1
S00986,Basic,SaaS,4,71.32,7,3,10,0,77,1
S00987,Pro,Healthcare,6,104.16,11,0,30,1,292,0
S00988,Pro,SaaS,3,85.64,8,1,30,0,163,0
S00989,Pro,Retail,10,142.99,13,2,0,0,115,1
S00990,Basic,SaaS,2,51.55,6,4,0,1,202,1
S00991,Pro,Healthcare,2,78.48,12,1,0,1,167,0
S00992,Basic,Healthcare,5,78.69,6,1,0,0,285,1
S00993,Pro,Retail,7,96.27,10,1,0,1,279,0
S00994,Pro,Healthcare,7,96.7,11,0,10,0,222,0
S00995,Basic,SaaS,2,55.67,6,2,20,0,153,0
S00996,Pro,SaaS,2,71.16,12,0,5,0,323,0
S00997,Basic,Healthcare,7,85.27,7,2,0,1,154,1
S00998,Basic,Retail,6,86.75,8,0,30,1,247,0
S00999,Pro,Manufacturing,6,86.77,13,0,30,1,218,0
S01000,Pro,Healthcare,3,78.84,8,0,0,0,129,1
S01001,Pro,Healthcare,3,73.59,14,0,0,1,191,0
S01002,Basic,Retail,1,45.74,7,1,0,0,157,1
S01003,Basic,Retail,4,60.0,10,3,20,1,70,1
S01004,Basic,SaaS,2,57.13,10,1,30,0,311,0
S01005,Pro,SaaS,6,98.32,15,1,0,1,39,1
S01006,Enterprise,Manufacturing,3,201.22,14,0,5,0,121,1
S01007,Pro,Manufacturing,3,75.25,17,1,20,1,273,0
S01008,Pro,Healthcare,5,102.69,6,1,20,1,224,0
S01009,Enterprise,Retail,9,245.13,14,1,30,0,342,0
S01010,Pro,Manufacturing,4,85.39,13,2,5,1,171,0
S01011,Pro,Retail,1,66.59,6,1,0,1,151,0
S01012,Pro,SaaS,7,118.47,9,1,10,1,159,0
S01013,Pro,Healthcare,4,86.17,14,0,5,1,246,0
S01014,Pro,Manufacturing,3,76.87,14,0,0,0,314,0
S01015,Basic,SaaS,1,44.37,8,2,0,1,169,0
S01016,Pro,SaaS,6,89.13,10,0,0,1,78,1
S01017,Pro,Manufacturing,12,111.44,10,0,20,0,355,0
S01018,Enterprise,Manufacturing,7,243.31,11,0,0,1,238,0
S01019,Basic,Retail,6,66.76,3,2,0,0,82,1
S01020,Pro,SaaS,3,87.42,11,1,0,1,266,0
S01021,Basic,Healthcare,3,65.43,3,1,30,0,248,0
S01022,Basic,SaaS,4,67.46,7,4,0,0,85,1
S01023,Basic,Retail,6,80.48,10,0,5,0,176,0
S01024,Pro,Healthcare,4,98.1,11,0,0,0,289,1
S01025,Pro,Retail,6,109.86,7,3,0,1,216,0
S01026,Pro,Retail,3,88.19,16,1,0,0,155,1
S01027,Pro,Manufacturing,3,81.03,10,1,30,1,322,1
S01028,Pro,Healthcare,6,93.94,10,3,0,1,345,0
S01029,Basic,Manufacturing,3,59.71,5,2,0,0,6,1
S01030,Pro,Healthcare,6,113.43,13,0,0,0,98,1
S01031,Basic,Retail,1,46.09,5,1,20,0,155,1
S01032,Pro,Healthcare,3,82.37,15,1,0,0,172,0
S01033,Basic,Manufacturing,2,54.52,3,1,0,0,60,1
S01034,Pro,Retail,5,93.69,11,2,0,1,207,0
S01035,Enterprise,Manufacturing,5,223.27,12,1,0,0,223,1
S01036,Basic,Manufacturing,2,57.4,7,3,20,1,290,0
S01037,Basic,Healthcare,2,57.71,8,1,0,0,53,1
S01038,Basic,Healthcare,1,44.9,6,2,30,0,3,1
S01039,Basic,SaaS,6,91.8,3,2,5,0,107,1
S01040,Basic,SaaS,1,43.49,8,2,0,0,31,1
S01041,Basic,Healthcare,6,78.29,8,1,0,1,338,0
S01042,Enterprise,Manufacturing,7,224.57,17,0,0,1,360,0
S01043,Basic,SaaS,2,53.77,8,2,5,0,135,1
S01044,Enterprise,Healthcare,7,232.04,17,1,10,1,317,0
S01045,Basic,Manufacturing,4,55.26,10,1,0,0,111,1
S01046,Basic,Manufacturing,1,45.92,8,1,0,1,7,1
S01047,Basic,Manufacturing,4,68.24,6,4,0,0,7,1
S01048,Pro,Retail,4,78.87,10,0,0,1,190,0
S01049,Basic,SaaS,3,67.45,7,0,5,0,334,1
S01050,Pro,Retail,3,79.95,10,0,10,0,208,0
S01051,Basic,Retail,2,53.93,9,1,5,0,141,1
S01052,Pro,SaaS,2,71.88,12,0,5,1,183,1
S01053,Pro,Retail,8,110.9,15,0,10,1,216,0
S01054,Basic,Healthcare,1,48.01,5,3,5,0,79,1
S01055,Enterprise,Healthcare,5,214.19,15,0,0,1,307,0
S01056,Enterprise,SaaS,8,211.85,18,1,20,1,259,0
S01057,Pro,SaaS,9,128.38,23,0,0,1,186,0
S01058,Pro,Manufacturing,4,81.65,11,1,30,0,301,0
S01059,Pro,SaaS,3,80.43,5,1,10,1,283,0
S01060,Basic,Retail,5,61.36,6,0,5,0,56,1
S01061,Basic,Manufacturing,3,58.2,7,1,0,0,122,1
S01062,Basic,Manufacturing,1,43.08,9,2,0,0,9,1
S01063,Basic,SaaS,5,69.31,6,3,0,0,143,1
S01064,Basic,Healthcare,7,92.25,4,3,10,1,15,1
S01065,Pro,Healthcare,3,73.47,14,0,20,1,336,0
S01066,Pro,SaaS,4,94.17,9,0,10,1,143,1
S01067,Basic,SaaS,3,60.3,3,3,5,0,158,1
S01068,Enterprise,Retail,8,235.86,14,1,20,0,192,0
S01069,Pro,Healthcare,3,81.22,19,0,10,1,180,0
S01070,Pro,SaaS,7,99.69,7,1,10,0,231,0
S01071,Enterprise,Retail,4,195.41,13,2,0,1,196,0
S01072,Pro,Manufacturing,3,85.76,8,0,5,0,77,1
S01073,Basic,Healthcare,2,54.89,7,4,0,1,11,1
S01074,Basic,SaaS,3,67.49,5,3,0,0,114,1
S01075,Basic,SaaS,2,50.73,3,3,0,1,195,0
S01076,Pro,SaaS,8,100.38,12,0,5,1,222,0
S01077,Pro,Healthcare,2,70.09,15,0,0,1,225,0
S01078,Pro,SaaS,5,101.0,11,2,10,1,28,1
S01079,Basic,Manufacturing,3,66.06,7,2,10,0,26,1
S01080,Pro,SaaS,9,104.77,17,1,5,1,193,0
S01081,Enterprise,SaaS,3,203.0,13,2,10,1,232,1
S01082,Enterprise,Healthcare,4,215.26,13,1,10,0,179,1
S01083,Basic,Manufacturing,3,66.18,9,1,0,1,13,1
S01084,Pro,SaaS,2,76.54,8,1,0,1,273,1
S01085,Pro,Healthcare,4,83.7,13,0,0,0,272,0
S01086,Enterprise,Manufacturing,8,230.24,13,1,5,0,308,1
S01087,Basic,Retail,3,63.78,5,0,5,0,38,1
S01088,Basic,Healthcare,2,53.77,10,1,5,0,43,1
S01089,Enterprise,Healthcare,7,236.61,12,1,0,1,19,1
S01090,Basic,SaaS,8,77.35,6,3,30,0,90,1
S01091,Basic,SaaS,2,56.93,10,0,20,1,352,0
S01092,Pro,Retail,4,92.14,13,1,5,1,218,0
S01093,Basic,Healthcare,8,101.2,5,2,0,0,42,1
S01094,Enterprise,Retail,10,232.35,9,0,5,1,211,0
S01095,Basic,Manufacturing,6,88.96,4,0,5,0,98,1
S01096,Basic,SaaS,4,70.99,8,1,10,0,314,0
S01097,Basic,SaaS,4,62.11,5,3,0,1,21,1
S01098,Basic,SaaS,2,47.25,9,1,0,1,107,1
S01099,Basic,Manufacturing,1,45.03,4,0,20,1,156,0
S01100,Pro,SaaS,7,90.41,13,2,10,1,264,0
S01101,Basic,Retail,3,54.1,6,2,0,0,56,1
S01102,Basic,Manufacturing,1,44.22,7,1,30,0,203,0
S01103,Pro,SaaS,6,102.46,3,0,0,1,103,1
S01104,Enterprise,SaaS,3,207.04,10,1,0,0,152,1
S01105,Enterprise,Manufacturing,7,228.93,13,0,0,0,276,0
S01106,Enterprise,Manufacturing,2,197.19,9,0,0,0,59,1
S01107,Basic,Manufacturing,2,54.05,5,2,0,1,43,1
S01108,Pro,Manufacturing,2,75.26,11,0,0,1,215,0
S01109,Basic,Healthcare,3,64.95,9,1,10,0,17,1
S01110,Pro,Healthcare,7,98.81,10,2,0,1,187,0
S01111,Basic,SaaS,3,56.89,5,2,0,1,228,0
S01112,Pro,Manufacturing,4,83.67,8,2,20,1,301,0
S01113,Pro,SaaS,5,89.12,17,4,0,1,118,1
S01114,Pro,Manufacturing,3,86.89,10,2,0,0,203,0
S01115,Basic,Healthcare,2,52.17,5,1,0,1,130,1
S01116,Enterprise,Healthcare,9,253.35,8,0,0,1,356,0
S01117,Basic,Manufacturing,3,56.98,5,1,20,0,290,0
S01118,Basic,Healthcare,4,67.2,9,5,0,1,42,1
S01119,Basic,Retail,2,57.17,8,3,5,1,18,1
S01120,Enterprise,Healthcare,4,201.09,9,2,30,1,329,0
S01121,Basic,SaaS,1,45.3,11,3,10,0,134,1
S01122,Pro,Healthcare,5,83.34,6,1,5,1,16,1
S01123,Basic,SaaS,3,60.75,6,3,5,0,27,1
S01124,Basic,Manufacturing,1,44.95,9,4,0,1,110,1
S01125,Enterprise,Retail,6,206.88,14,1,5,0,199,0
S01126,Pro,Retail,3,82.03,15,1,0,1,234,0
S01127,Pro,SaaS,4,85.26,18,1,5,1,49,1
S01128,Basic,Healthcare,5,77.03,7,2,0,0,44,1
S01129,Basic,SaaS,4,72.19,11,1,0,0,181,0
S01130,Basic,Retail,2,56.74,6,1,0,1,126,1
S01131,Basic,Healthcare,3,61.01,9,2,20,0,246,0
S01132,Basic,Healthcare,3,66.93,8,2,5,0,83,1
S01133,Basic,Healthcare,4,67.27,5,2,30,0,304,0
S01134,Enterprise,SaaS,5,205.41,12,2,0,0,213,0
S01135,Pro,SaaS,3,74.33,12,0,20,1,73,1
S01136,Enterprise,SaaS,4,197.24,13,0,0,1,248,0
S01137,Pro,Manufacturing,7,122.88,10,1,30,0,235,0
S01138,Basic,SaaS,1,45.32,3,1,0,0,200,1
S01139,Pro,Healthcare,4,87.96,8,2,0,1,344,0
S01140,Pro,SaaS,2,79.21,21,1,0,1,50,1
S01141,Pro,Retail,7,102.53,15,0,0,1,232,0
S01142,Pro,SaaS,16,175.56,12,0,30,1,363,0
S01143,Pro,SaaS,2,78.14,13,1,0,1,228,1
S01144,Enterprise,SaaS,6,203.23,15,1,5,1,227,0
S01145,Pro,Manufacturing,6,99.17,15,0,0,1,179,0
S01146,Enterprise,Manufacturing,6,234.0,15,0,5,1,181,0
S01147,Pro,Manufacturing,3,78.16,11,0,20,0,114,1
S01148,Enterprise,Healthcare,4,214.93,14,2,20,0,259,0
S01149,Enterprise,Manufacturing,17,249.1,20,1,10,1,246,0
S01150,Basic,Healthcare,2,57.52,11,1,20,1,302,0
S01151,Basic,Manufacturing,3,55.77,7,2,0,0,48,1
S01152,Basic,Manufacturing,4,56.69,13,2,0,0,44,1
S01153,Basic,Manufacturing,3,56.01,10,1,10,1,222,0
S01154,Basic,Healthcare,3,65.91,7,3,10,0,158,0
S01155,Pro,Healthcare,10,113.13,7,0,20,1,252,0
S01156,Basic,Healthcare,3,61.49,5,0,10,0,192,1
S01157,Basic,Manufacturing,3,56.83,10,2,0,1,152,1
S01158,Pro,Healthcare,4,85.23,10,0,0,1,305,0
S01159,Basic,Healthcare,2,52.06,4,2,0,0,146,1
S01160,Pro,Healthcare,3,80.44,13,0,0,1,112,1
S01161,Basic,Healthcare,3,58.75,8,2,10,0,88,1
S01162,Basic,Retail,3,67.12,8,0,0,1,153,0
S01163,Pro,Retail,2,72.23,14,1,0,1,51,1
S01164,Enterprise,Retail,15,272.17,10,0,10,0,163,1
S01165,Pro,Manufacturing,5,90.66,14,0,0,1,232,0
S01166,Pro,Manufacturing,3,74.91,12,0,10,1,354,0
S01167,Basic,Manufacturing,8,80.93,8,1,10,1,219,0
S01168,Pro,Manufacturing,4,87.65,14,0,10,1,247,0
S01169,Basic,Healthcare,6,89.0,9,2,30,0,50,1
S01170,Basic,Healthcare,4,55.0,7,1,0,1,152,0
S01171,Basic,Healthcare,8,76.92,8,2,5,0,46,1
S01172,Pro,Retail,3,86.26,21,0,0,1,351,0
S01173,Enterprise,Manufacturing,2,194.99,8,1,0,1,300,0
S01174,Pro,Healthcare,6,108.54,11,0,20,1,299,1
S01175,Pro,Manufacturing,9,144.86,16,0,0,1,232,1
S01176,Pro,Manufacturing,3,86.14,21,0,20,1,330,0
S01177,Enterprise,Retail,8,246.98,12,1,0,0,281,0
S01178,Enterprise,Manufacturing,6,234.35,16,0,0,1,284,0
S01179,Basic,Retail,1,43.77,5,2,0,0,217,0
S01180,Basic,Healthcare,5,65.63,8,2,10,0,180,1
S01181,Pro,SaaS,4,95.98,11,0,0,1,213,1
S01182,Enterprise,Manufacturing,5,200.13,11,1,0,0,214,1
S01183,Basic,Retail,3,62.25,5,4,10,0,22,1
S01184,Pro,SaaS,5,97.52,14,1,10,1,305,0
S01185,Basic,Retail,2,51.52,10,0,0,0,247,1
S01186,Pro,Retail,3,82.82,18,0,0,1,281,0
S01187,Pro,SaaS,8,131.43,11,1,20,0,220,0
S01188,Pro,SaaS,2,70.72,20,1,20,1,152,0
S01189,Pro,Healthcare,3,86.8,15,3,10,0,187,0
S01190,Basic,Retail,2,52.7,7,1,10,1,207,0
S01191,Basic,Healthcare,4,76.35,7,1,20,1,179,0
S01192,Enterprise,Retail,4,215.33,15,1,10,1,164,0
S01193,Pro,Retail,2,74.13,14,0,5,1,277,1
S01194,Pro,Healthcare,10,133.19,11,3,0,1,210,0
S01195,Pro,Healthcare,8,124.78,18,1,20,0,338,0
S01196,Basic,Retail,3,54.41,5,2,5,0,90,1
S01197,Pro,SaaS,2,70.26,18,2,10,0,165,0
S01198,Pro,Retail,3,85.36,11,1,10,1,248,0
S01199,Basic,SaaS,2,47.94,9,2,10,0,261,0
S01200,Pro,Manufacturing,9,99.26,17,2,0,1,238,0
S01201,Enterprise,Manufacturing,9,259.86,16,2,0,1,257,0
S01202,Pro,Manufacturing,3,73.75,13,1,5,1,352,0
S01203,Pro,Manufacturing,5,99.47,14,1,0,1,205,0
S01204,Pro,SaaS,6,86.28,13,0,20,0,180,0
S01205,Pro,Manufacturing,5,102.82,5,1,0,1,294,0
S01206,Pro,Manufacturing,3,87.38,12,0,30,1,340,0
S01207,Basic,Retail,2,56.93,10,2,5,0,48,1
S01208,Pro,Retail,3,88.96,18,2,5,1,211,0
S01209,Basic,Manufacturing,2,54.56,3,0,30,0,289,0
S01210,Basic,Healthcare,4,56.88,8,2,5,0,58,1
S01211,Basic,Retail,16,156.86,6,2,0,0,31,1
S01212,Enterprise,Retail,4,200.13,11,0,5,1,258,0
S01213,Enterprise,Healthcare,3,199.5,19,0,20,0,344,0
S01214,Pro,Manufacturing,6,91.29,13,2,0,0,208,0
S01215,Basic,SaaS,3,66.05,4,3,0,0,195,0
S01216,Enterprise,Retail,7,210.45,15,0,0,1,301,0
S01217,Basic,Retail,8,86.68,6,0,5,0,151,0
S01218,Pro,SaaS,4,87.62,9,0,10,0,150,0
S01219,Pro,Healthcare,9,101.33,9,1,10,0,199,0
S01220,Pro,Retail,11,160.66,13,0,0,1,233,0
S01221,Basic,Manufacturing,3,67.04,7,2,30,0,327,1
S01222,Basic,SaaS,3,66.44,7,2,30,1,226,0
S01223,Pro,Healthcare,6,100.7,6,1,10,0,230,0
S01224,Basic,Healthcare,5,61.36,8,1,0,0,33,1
S01225,Pro,Manufacturing,3,81.2,13,0,10,1,335,0
S01226,Basic,Healthcare,2,48.02,8,1,0,1,120,1
S01227,Pro,Healthcare,11,105.82,9,1,0,0,105,1
S01228,Basic,Healthcare,2,57.5,7,1,10,1,14,1
S01229,Pro,Retail,4,87.61,8,0,10,1,258,0
S01230,Pro,Manufacturing,4,93.31,8,1,20,1,179,0
S01231,Basic,Healthcare,3,57.23,5,1,5,1,68,1
S01232,Basic,Manufacturing,2,51.79,13,0,0,0,7,1
S01233,Pro,SaaS,5,107.74,15,0,0,0,256,0
S01234,Pro,Manufacturing,5,93.45,17,2,5,1,274,0
S01235,Pro,Retail,1,66.37,16,0,5,1,338,0
S01236,Enterprise,SaaS,5,206.22,16,1,10,1,53,1
S01237,Basic,Retail,4,64.89,7,1,30,0,202,1
S01238,Pro,SaaS,4,83.54,16,2,10,0,85,1
S01239,Pro,Manufacturing,3,85.23,8,0,5,0,132,1
S01240,Pro,Manufacturing,4,96.19,8,1,10,0,69,1
S01241,Basic,Healthcare,4,75.53,9,1,5,0,192,1
S01242,Basic,Manufacturing,2,52.21,4,0,0,1,173,0
S01243,Enterprise,SaaS,9,237.34,14,0,0,1,210,0
S01244,Basic,SaaS,2,51.22,8,1,10,0,33,1
S01245,Enterprise,Retail,3,196.98,16,0,0,0,205,0
S01246,Basic,Retail,2,56.49,3,2,10,0,252,1
S01247,Enterprise,Manufacturing,16,282.8,14,0,0,1,326,0
S01248,Basic,Manufacturing,2,49.46,8,0,10,0,163,0
S01249,Pro,Healthcare,1,69.91,12,0,5,1,292,0
S01250,Enterprise,SaaS,3,201.9,11,0,0,0,281,0
S01251,Enterprise,Healthcare,4,201.8,14,1,0,0,302,0
S01252,Basic,Retail,6,89.73,9,1,0,0,25,1
S01253,Basic,SaaS,2,49.4,12,0,20,1,225,1
S01254,Pro,Manufacturing,2,77.46,12,1,10,0,169,0
S01255,Pro,Healthcare,3,86.72,13,0,0,0,299,0
S01256,Pro,Manufacturing,3,78.18,12,0,0,1,201,0
S01257,Basic,SaaS,6,92.76,9,0,0,1,333,0
S01258,Enterprise,Manufacturing,5,213.71,15,3,5,1,208,1
S01259,Basic,Retail,3,56.25,5,0,0,1,63,1
S01260,Enterprise,Retail,5,200.01,14,1,0,1,265,0
S01261,Pro,Manufacturing,3,89.4,11,0,20,0,315,0
S01262,Pro,Healthcare,2,77.53,12,0,0,1,23,1
S01263,Enterprise,Retail,2,191.41,11,3,0,0,121,1
S01264,Basic,Retail,6,77.41,6,3,0,0,139,1
S01265,Pro,SaaS,5,92.22,10,1,30,0,179,0
S01266,Basic,Retail,4,56.05,10,2,20,1,188,1
S01267,Pro,Manufacturing,3,86.8,6,0,20,0,171,0
S01268,Basic,Manufacturing,5,70.21,11,1,5,0,24,1
S01269,Enterprise,Retail,14,264.29,14,0,0,0,56,1
S01270,Pro,Healthcare,8,117.12,15,2,0,0,109,1
S01271,Basic,SaaS,2,49.74,8,1,10,0,13,1
S01272,Basic,Retail,4,60.67,8,3,0,0,27,1
S01273,Basic,Retail,3,61.12,6,2,10,0,216,1
S01274,Basic,Healthcare,5,71.01,6,3,20,0,285,1
S01275,Pro,SaaS,3,84.39,17,0,10,1,162,0
S01276,Basic,SaaS,5,60.05,13,0,10,0,14,1
S01277,Pro,SaaS,5,88.08,10,0,20,0,246,0
S01278,Basic,Healthcare,4,56.03,13,2,30,1,201,0
S01279,Pro,Healthcare,3,79.25,9,0,30,0,311,0
S01280,Basic,SaaS,5,62.16,9,3,10,0,201,0
S01281,Basic,Retail,4,66.44,8,2,0,1,169,1
S01282,Pro,Healthcare,7,91.87,7,0,5,1,312,0
S01283,Pro,Retail,8,136.4,15,1,20,1,154,0
S01284,Basic,Retail,4,57.28,7,5,0,0,36,1
S01285,Pro,Healthcare,22,244.56,11,3,20,1,96,1
S01286,Basic,Healthcare,3,67.18,6,1,20,1,333,0
S01287,Pro,Healthcare,12,163.09,13,1,5,1,363,0
S01288,Basic,Healthcare,2,55.79,5,2,0,1,339,0
S01289,Basic,Healthcare,5,70.54,7,2,0,0,19,1
S01290,Pro,Manufacturing,7,89.07,13,2,0,0,161,1
S01291,Pro,SaaS,4,83.64,11,2,0,0,152,0
S01292,Basic,SaaS,3,60.67,4,1,0,1,175,0
S01293,Pro,Manufacturing,6,95.91,9,0,5,1,157,0
S01294,Basic,SaaS,6,70.03,7,2,0,0,221,1
S01295,Enterprise,SaaS,5,202.46,11,1,5,1,348,0
S01296,Pro,SaaS,6,116.18,13,1,0,1,253,0
S01297,Enterprise,Manufacturing,7,240.51,23,2,0,0,56,1
S01298,Enterprise,Manufacturing,7,207.74,17,1,0,1,357,0
S01299,Pro,Healthcare,2,74.92,13,0,0,0,307,0
S01300,Enterprise,Manufacturing,19,269.1,14,1,0,0,156,0
S01301,Basic,Healthcare,2,54.31,8,1,5,0,142,1
S01302,Basic,Healthcare,2,47.98,8,3,20,0,158,0
S01303,Pro,SaaS,3,81.61,14,0,10,1,351,0
S01304,Basic,Retail,8,79.53,5,5,10,0,195,1
S01305,Pro,Retail,7,90.27,13,0,10,1,273,0
S01306,Pro,Healthcare,5,104.97,5,1,5,0,273,1
S01307,Basic,SaaS,6,91.04,8,1,10,1,33,1
S01308,Pro,SaaS,3,81.71,13,1,5,1,57,1
S01309,Basic,SaaS,1,45.43,9,1,0,1,82,1
